MusteriKodu;MusteriBolge1;MusteriBolge2;MusteriBolge3;MusteriBolge4;SatisKanali;lisansNo;SatisHacmi;DiageoSatisHacmi;RutAdi;RutgrupKod;SatisTemsilcisi;StTakipKod;SatisSefi;SonGuncellenmeZamani;DDegeri;RDegeri;HDegeri;BiletEtkinlik;OrtalamaHarcamaTutari;KuverSayisi;IsbirligiDuzeyi;HerseyDahil;KisMevsimi;OtelTipi;YatakSayisi;YillikMisafir;MusteriUnvan;MusteriTabelaAdi;MusteriCesidi;Adres;lat;lng;MusteriProfili;MapProfileScore;MapPopulationScore;Mapin Segment;not;username;Url detay; url
719763;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;ÜMRANİYE;MODERN;3428010787Aİ;S3;D4;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;2.000+ TL;200-399;Orta;;;;;;GIZIA MODA TEKSTİL SANAYİ VE DIŞ TİC.LTD.ŞTİ.;GIZIA SUADİYE;Modern Pub & Bistro;BOSTANCI MAH. BAĞDAT CAD. NO:482-484C/T10 KADIKÖY İSTANBUL;40,95598380;29,08904650;A+;91,0791;62,9005;D3-A;;;var;https://maps.app.goo.gl/SSDAQbqpvZUTGnMC8
720623;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34284591Aİ;S5;D4;Presell On İst.Mod Ataşehir Bölgesi;2819;Volkan Barol;8230;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;500-999 TL;0-99;Yüksek;;;;;;LESTAT GIDA ISLETMELERI VE TURIZM SAN. TIC. LTD. ŞTI - LESTAT GIDA ISLETMELERI VE TURIZM SAN. TIC. LTD. STI ;KİRPİ KOŞUYOLU ;Modern Pub & Bistro;KOŞUYOLU MH. MEHMET AKTAN SK. NO:31 KADIKÖY/ İSTANBUL ;41,031778;28,9794076;AB;77,7399;61,65;D3-B;Kontrol EDİLMEDİ;;var;https://maps.google.com/?cid=11987375170011646549
720579;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;3428010801Aİ;S5;D4;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;1.000 -1.999 TL;0-99;Orta;;;;;;DİECİ RESTORAN GIDA SANAYİ TİCARET LİMİTED ŞİRKETİ;DİECİ;Fine Dining (D.Mutf-Şar.Evi);Osmanağa mah. Yoğurtçu parkı cad. No:70-72 A;40,98401380;29,03328840;AB;75,8272;61,6498;D3-B;;;var;https://maps.app.goo.gl/8xHFgo5mTdUHpUkQ9
903099;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34284972Aİ;S1;D1;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D2;R0;H0;Etkinlik Var;500-999 TL;400+;Yüksek;;;;;;FİFA TURİZM İNŞ.GIDA LTD ŞTİ;DOROCK XL;Gece Kulübü;CAFERAĞA MAH DUMLUPINAR SOK NO 21/A;40,98903793;29,02402074;AB;77740;80075;D2-B;;dorockxl;var;https://maps.app.goo.gl/qQuYxaDRLMxJ8U2z5
720613;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;3430004642Aİ;S3;D5;Presell On İst.Tra Bostancı Bölgesi;2817;Mehmet Yaşar Tezcan;8228;Erkan Çoban;;D0;R2;H0;Etkinlik Yok;2.000+ TL;400+;Orta;;;;;;KUT İŞ RESTORANT GIDA TURİZM OTO. İNŞ.VE KUYUMCULUK TİC.LTD.ŞTİ.;MEZE KEBAP;Kebap;İDEALTEPE MAH.TURGUT ÖZAL BULVARI NO:103 MALTEPE / İSTANBUL;40,93820780;29,11317410;AB;73,9189;75,7995;R2-B;;;var;https://maps.app.goo.gl/UbFKpMRzaAbNpfi17
702837;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34283695Aİ;S1;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;D0;R2;H0;Etkinlik Yok;1.000 -1.999 TL;200-399;Orta;;;;;;DENIZ INS. TURZM SAN. TIC. LTD. STI - DENIZ İNŞ. TURZM. SAN. VE TİC. LTD. ŞTİ. ;PATRİÇA;Balık;;40,9761376;29,0412985;A+;72,9646;75,7993;R2-B;;;var;https://www.google.com/maps/place/PATRİÇA/@40.9796764,29.0337818,16z/data=!4m17!1m9!2m8!1zUEFUUsSww4dBIEZlbmVyYmFow6dlLCBNw7xuaXIgTnVyZXR0aW4gU2Vsw6d1ayBDZC4gTm86MzQsIDM0NzI2IEthZMSxa8O2eS_EsHN0YW5idWw!3m6!1zUEFUUsSww4dBIEZlbmVyYmFow6dlLCBNw7xuaXIgTnVyZXR0aW4gU2Vsw6d1ayBDZC4gTm86MzQsIDM0NzI2IEthZMSxa8O2eS_EsHN0YW5idWw!2zWsO8aHTDvHBhxZ9hLCBQb3NoIFR1cmtleSwgQXJjaGVyc29uIEvDtsWfa8O8LCDFnmVmaWsgQmV5IFNrLiBObzozLCAzNDcyNCBLYWTEsWvDtnkvxLBzdGFuYnVs!3s0x14cab87ab056c371:0x1aa6855908900bdc!4m2!1d29.0348851!2d40.9874404!3m6!1s0x14cab9044516e769:0xb1672561c87af435!8m2!3d40.9761376!4d29.0412985!15sClRQQVRSxLDDh0EgRmVuZXJiYWjDp2UsIE3DvG5pciBOdXJldHRpbiBTZWzDp3VrIENhZC4gTm86MzQsIDM0NzI2IEthZMSxa8O2eS_EsHN0YW5idWxaUSJPcGF0cmnDp2EgZmVuZXJiYWjDp2UgbcO8bmlyIG51cmV0dGluIHNlbMOndWsgY2FkIG5vIDM0IDM0NzI2IGthZMSxa8O2eSBpc3RhbmJ1bJIBCnJlc3RhdXJhbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUlNaMW90VVVKQkVBReABAA!16s%2Fg%2F11tp9tgc4q
704120;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ATAŞEHİR;TRADITIONAL;34392537Aİ;S3;D2;Presell On Asya Kayıkçı İst.Tra Atşhr-Adalar Bölge;2822;Ramazan İlhami Kılınç;8231;Erkan Çoban;;D0;R3;H0;;500-999 TL;400+;;;;;;;istanbul zirve gıda ve restoran işletmeleri sanayi ve ticaret limited sirketi;SACA ATASEHİR;Kebap;Barbaros mah mor menekşe  sokak no3c/1-2/teknik ypi deluxia sitesi cblok;40,99389540;29,10277410;AB;63,7166;66,334;R3-C;Kontrol EDİLMEDİ;;var;https://maps.app.goo.gl/7nxiMdH8NEAVej8WA
704129;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34286119Aİ;S2;D5;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;D0;R3;H0;;;0-99;;;;;;;Nisan Balık Restaurant Senai Güçlü ve Ort.;Nisan Balık Restaurant ;Geleneksel Meyhane;Caferağa Mah. Yasa Cad. No:54A/2 Kadikoy Istanbul;40,99041307;29,02528882;AB;63,7169;63,7072;R3-C;;;var;https://maps.app.goo.gl/7xqRohEwNmdt3d438
710528;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;3428010452Aİ;S3;D4;Presell On İst.Tra Bostancı Bölgesi;2817;Mehmet Yaşar Tezcan;8228;Erkan Çoban;;D0;R3;H0;Etkinlik Yok;1.000 -1.999 TL;100-199;Yüksek;;;;;;SANTGIDA TURİZM SAN. VE TİC. A.Ş.;TİKE SUADİYE;Kebap;SUADİYE MAH. PLAJ YOLU SOK. NO:18/2/3 KADIKÖY / İTANBUL;40,95699150;29,08032910;AB;75,8285;62,4568;R3-B;Kontrol EDİLMEDİ;;var;https://maps.app.goo.gl/ZrWNQLBXXwCkkYFv7
720637;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;3428010800Aİ;S3;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;D0;R4;H0;Etkinlik Var;1.000 -1.999 TL;0-99;Orta;;;;;;PHAETON SAK TURİZM GIDA SANAYİ VE TİC LTD ŞTİ;FAYTON RESTAURANT ;Geleneksel Meyhane;OSMANAĞA MAHALLESİ TAYYARECİ SAMİ SOKAK NO 2/1 KADIKÖY İSTANBUL ;40,99232410;29,02557170;AB;75,8283;51,2851;R4-B;;;var;https://maps.app.goo.gl/pxunH4d8Rfx1qGjA7
959773;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34289232Aİ;S3;D2;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D3;R0;H0;Etkinlik Yok;0-499 TL;100-199;Yüksek;;;;;;ANANAS TURZM GIDA VE İMŞ SAN LTD ŞTİ;HAVELKA CADDEBOSTAN;Kokteyl Bar;CADDE BOSTAN MAH İSKLE SOK NO 24/A KADIKOY ISTANB UL;40,96465639;29,06574055;AB;79,6504;62,4569;D3-B;;havelkaofficial;var; https://maps.app.goo.gl/UbmfsiEkBzyPU8Bx6
713100;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ÜMRANİYE;TRADITIONAL;3433006952Aİ;S5;D5;Presell On Asya Kayıkçı İst.Tra Atşhr-Adalar Bölge;2822;Ramazan İlhami Kılınç;8231;Erkan Çoban;;D0;R3;H0;Etkinlik Yok;500-999 TL;0-99;Düşük;;;;;;Nassan Turizm Gıda San ve Tic AŞ.;ÂLÂ RESTAURANT ;Geleneksel Birahane;Tatlısu mahallesi elalmış caddesi no 39A/A ;41,00511775;29,13207125;C;79,0784;61,3994;R3-B;Kontrol EDİLMEDİ;alayeninesilocakbasi;var;https://maps.app.goo.gl/gRL5uKcqmMHeHDJs5
710887;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;ATAŞEHİR;MODERN;34392599Aİ;S4;D4;Presell On İst.Mod Ataşehir Bölgesi;2819;Volkan Barol;8230;Tayfun Öncel;;D4;R0;H0;Etkinlik Yok;1.000 -1.999 TL;0-99;Düşük;;;;;;EPOPEE GIDA ENDÜSTRISI TİCARET A.Ş.;EPOPEE ;Kokteyl Bar;Atatürk mahallesi atapark cad no 3jc/19 terendist ataşehir;40,98938660;29,14076362;AB;88,3588;49,2613;D4-A;;epopee.lounge;var;https://maps.app.goo.gl/ZoFwHEoe1khafFBv7
864307;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34286078Aİ;S3;D4;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D4;;;Etkinlik Yok;500-999 TL;200-399;Düşük;;;;;;BOSTANCI YUNUS REST.TUR VE TİC.LTD.ŞTİ.;BEERS;Modern Pub & Bistro;BOSTANCI. YAZMACI TAHİR SOKAK NO:56 KADIKOY ISTANBUL;40,9526329;29,0946941;C;;;D4-C;;;var;https://maps.google.com/?cid=14003415900507229719
434096;Ulusal On-Trade Kanal MD.;Asya OT;Istanbul Anadolu;KADIKÖY;HOTEL;34285112Aİ;S5;D2;Presell On Kadiköy Bölgesi;2094;Bertan Acabay;7029;Erkan Çoban;;;;H2;;;;;;;;;;GÖKKUSAGI ITH. IHR. TUR. INS. TIC. LTD. STI. DILA HOTEL;DILA HOTEL;Diger (Apart, Pansiyon);OSMANAGA MAH. MÜHÜRDAR FUAT SOK. KADIKÖY/ISTANBUL;40,9919634;29,0261237;C;;;H2;;;var;https://maps.google.com/?cid=13223558329322238931
703552;Ulusal On-Trade Kanal MD.;Asya OT;Istanbul Anadolu;KADIKÖY;MODERN;34288945Aİ;S5;D5;Presell On Kadiköy Bölgesi;2094;Bertan Acabay;7029;Erkan Çoban;;D5;;;Etkinlik Yok;500-999 TL;100-199;Orta;;;;;;YAKUP INCE;BADE 76;Gece Kulübü & Etkinlik;Osmanaga Mahallesi Kirtasiyeci Sokak No:23B ;40,9903321;29,027579;C;;;D5-D;;;var;https://maps.google.com/?cid=10634690264849826552
918039;Ulusal On-Trade Kanal MD.;Asya OT;Istanbul Anadolu;KADIKÖY;MODERN;34288219Aİ;S3;D4;Presell On Bagdat Bölgesi;2132;Ozan Emniyetli;7400;Erkan Çoban;;D0;;;;;;;;;;;;GIZSA TEKSTIL MEDIKAL SANAYI VE TICARET ANONIM SIRKETI - HUXO MUTFAK BAR;HUXO;Pub & Bistro & Kokteyl Bar;BAPDAT CADDESI SELLA PALAS APARTMANI 271/A-1 KADIKOY ISTANBUL;40,9656369;28,7973823;C;;;D0-B;;huxomutfakbar;var;https://maps.google.com/?cid=11086423099586356796
920209;Ulusal On-Trade Kanal MD.;Asya OT;Istanbul Anadolu;ATASEHIR;HOTEL;34391915Aİ;S5;D2;Presell On Bogaz Bölgesi;1785;Hasbi Yigit Özcan;6379;Tayfun Öncel;;;;H2;;;;;;;;;;DEDEMAN OTELCILIK VE TURIZM ISLETMECILIGI A.S;DEDEMAN PARK OTEL;Business;IÇERENKÖY MAH DEGIRMEN YOLU CAD ATASEHIR ISTANBUL;40,9625637;29,1102762;DE;;;H2;;;var;https://maps.google.com/?cid=6506218642889931031
932556;Ulusal On-Trade Kanal MD.;Asya OT;Istanbul Anadolu;ATASEHIR;HOTEL;34390597Aİ;S5;D4;Presell On Atasehir Bölgesi;2330;Ramazan Ilhami Kilinç;6043;Tayfun Öncel;;;;H2;;;;;;;;;;YESILYURT INS.VE TUR.SAN.TIC.A,S. - YESILYURT INS.VE TUR.SAN.TIC.A.S.;GREEN PARK OTEL- KE;Diger (Apart, Pansiyon);IÇERENKÖY MAH. MANOLYA SANAYI SK. NO.36 ATASEHIR ISTANBUL;40,966655;29,1099775;DE;;;H2;;;var;https://maps.google.com/?cid=16513614904958176225
926104;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ATAŞEHİR;TRADITIONAL;34391950Aİ;S5;D4;Presell On Asya Kayıkçı İst.Tra Atşhr-Adalar Bölge;2822;Ramazan İlhami Kılınç;8231;Erkan Çoban;;;R0;;Etkinlik Yok;0-499 TL;100-199;Orta;;;;;;TERMO GIDA TEMIZLIK PLASTIK SAN. VE TIC. LTD. STI. - BAHÇE OCAKBAŞI;BAHÇE OCAKBAŞI;Kebap;İÇERENKÖY MH. PROF. DR. NECMETTİN ERBAKAN CD. NO:40/1A  ATASEHIR ISTANBUL;40,97267800;29,11906400;DE;;;R0-B;;bahceocakbasiatasehir;var;https://maps.app.goo.gl/8NrBpjqhCukLLDRm6
931269;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ATAŞEHİR;TRADITIONAL;34392060Aİ;S2;D3;Presell On Asya Kayıkçı İst.Tra Atşhr-Adalar Bölge;2822;Ramazan İlhami Kılınç;8231;Erkan Çoban;;;R0;;;;;;;;;;;BEM RESTAURANT VE KAFE HIZMETLERI SAN.TIC.A.S. - N`FES;Abalı Meyhane;Geleneksel Meyhane;ATATÜRK MAH.SEDEF CAD. NO:2/2B4/200  ATASEHIR IST NBUL;40,991423;29,1174033;AB;;;R0-B;Bulunamadı;;var;https://maps.google.com/?cid=24973417717851654
946908;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ÜMRANİYE;TRADITIONAL;34335817Aİ;S1;D4;Presell On İst.Tra Boğaz-Şile Bölge;2821;Bahadır Kaya;8233;Erkan Çoban;;;R0;;;;;;;;;;;PERSPEKTIF RESTORANTURIZM VE GIDA TICARET ANONIM SIRKETI SERIFALI SUBESI - ŞAŞKIN ET;ŞAŞKIN ET;Kebap;ŞERİFAİ MH KIBLE SK.NO:25 ÜMRANİYE ÜMRANIYE ISTANBUL;40,99716617;29,14368488;AB;;;R0-B;;saskinetkebap;var;https://maps.app.goo.gl/GZdJWGtxA49oGyZC7
962500;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;ATAŞEHİR;MODERN;34392538Aİ;S3;D4;Presell On İst.Mod Ataşehir Bölgesi;2819;Volkan Barol;8230;Tayfun Öncel;;D0;;;Etkinlik Yok;0-499 TL;100-199;Düşük;;;;;;ATAŞEHİR GOLF RESTORAN İŞLM.A.Ş.;Olia Restaurant ;Modern Pub & Bistro;ATATÜRK MH.ATA PARK CD.NO:4/6 ATASEHIR ISTANBUL;40,99007010;29,14270216;C;;;D0-B;;oliagolfrestaurantt;var;https://maps.app.goo.gl/VFMMBqQKRxqUc1T68
965830;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;ATAŞEHİR;TRADITIONAL;34392607Aİ;S1;D2;Presell On Asya Kayıkçı İst.Tra Atşhr-Adalar Bölge;2822;Ramazan İlhami Kılınç;8231;Erkan Çoban;;;R0;;Etkinlik Var;1.000 -1.999 TL;400+;Yüksek;;;;;;SZN GIDA TURZM İŞL.A.Ş.;MUAMMA;Yeni Nesil Meyhane;BARBAROS MH.ŞEBBOY SK.NO:2İÇ KAPI NO:30 ATASEHIR ISTANBUL;40,99807551;29,10066329;AB;;;R0-B;;muammaatasehir;var;https://maps.app.goo.gl/B1Sj1oMA6LWapNrw9
932118;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;KADIKÖY;HOTEL;34288639Aİ;S5;D3;Presell On Hospitality Avrupa1 Kayıkçı Bölgesi;2535;Hospitality Yedek;8013;Mehmet Emir Kalkır;;D5;;H0;;500-999 TL;;Orta;Hayır;Evet;5 / 5+;;10K-50K;TASYAPI INSAAT TAAHHÜT SANAYI VE TICARET A.S. - DOUBLE TREE HİLTON MODA;DOUBLE TREE HİLTON ;Business;CAFERAĞA MH. ALBAY FAİK SÖZDENER CAD. NO:31 KADIKÖY/İSTANBUL KADIKOY ISTANBUL;40,98830200;29,02130400;A+;;;H0;;doubletree;var; https://maps.app.goo.gl/HHSiYpLpDW8DW7nx5
960262;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34289262Aİ;S2;D3;Presell On Hospitality Avrupa1 Kayıkçı Bölgesi;2535;Hospitality Yedek;8013;Mehmet Emir Kalkır;;;R0;;Etkinlik Yok;500-999 TL;400+;Yüksek;;;;;;BALPETEK GIDA SAN VE TİC A.Ş;BİG CHEF FENERBAHÇE;Balık;FENERBAHÇE FENER KALAMIŞ CAD NO 87/2A-1 KADIKOY ISTANBUL;40,97041648;29,03847066;A+;;;R0-B;Bulunamadı;;var;https://maps.app.goo.gl/TBwZMq96c3hG1q4W7
970266;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;ATAŞEHİR;MODERN;34392645Aİ;S3;D2;Presell On Hospitality Avrupa1 Kayıkçı Bölgesi;2535;Hospitality Yedek;8013;Mehmet Emir Kalkır;;D0;;;Etkinlik Yok;500-999 TL;400+;Yüksek;;;;;;NUMNUM RESTORAN İŞLM.TİC.A.Ş.;NUMNUM WATERGARDEN;Modern Pub & Bistro;BARBAROS MH.AHLAT SK.NO:2A/10ZİYLAN WATERGARDEN A BLOK ATASEHIR ISTANBUL;40,99884359;29,09985005;AB;;;D0-B;;explore;var;https://maps.app.goo.gl/HZXALDpMV5MkWve37
1000022167;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;KADIKÖY;HOTEL;3428009889Aİ;S3;D3;Presell On Hospitality Avrupa1 Kayıkçı Bölgesi;2535;Hospitality Yedek;8013;Mehmet Emir Kalkır;;D5;;H2;;500-999 TL;;Düşük;Hayır;Evet;3 ve Altı;;10K-50K;A11 GAYRİMENKULVE OTELCİLİK A.Ş.;A11EXCULISIVE HOTEL;Business;GÖZTEPE MH BAĞDAT CD NO 223;40,97239599;29,05873906;AB;;;H2;;a11hotels;var; https://maps.app.goo.gl/zbaCrqYrRawngiz97
963786;Ulusal On-Trade Kanal MD.;Hospitality;İstanbul Anadolu;ATAŞEHİR;MODERN;48024305Aİ;S3;D2;Presell On Hospitality Avrupa1 Kayıkçı Bölgesi;2535;Hospitality Yedek;8013;Mehmet Emir Kalkır;;D0;;;;;;;;;;;;NUMNUM YİYECEK İÇECEK A.Ş.;NUMNUM WATERGARDEN;Dünya Mutfağı;GAZİ MUSTAFA KEMAL BULV. NO:29  BODRUM MUGLA;41,00800040;29,19807640;CDE;;;D0-B;;numnumcafe;var;https://maps.app.goo.gl/YvheGbzFjjksyskz8
928717;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34288558Aİ;S1;D4;Presell On İst.Tra Boğaz-Şile Bölge;2821;Bahadır Kaya;8233;Erkan Çoban;;;R0;;;;;;;;;;;TIKE BEYLERBEYI RESTORAN KAHVE ISL.TURZ.SAN.VE TIC.LTD.STI. - TİKE BEYLERBEYİ RESTORAN KAHVE İŞL.TURİZM.VE SAN.LTD.ŞTİ.;TİKE KOŞUYOLU;Kebap;KOŞUYOLU MH. MEHMET AKFAN SK.NO:5/1 KADIKOY ISTANBUL;41,00954890;29,04123480;DE;;;R0-B;;tiketasteofistanbul;var;https://maps.app.goo.gl/Dav8FhyqnVd8NBsK7
947125;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34288909Aİ;S5;D4;Presell On İst.Mod Ataşehir Bölgesi;2819;Volkan Barol;8230;Tayfun Öncel;;D0;;;Etkinlik Yok;500-999 TL;0-99;Düşük;;;;;;ALFA PAZARLAMA ITH.IHR.TURIZM SAN.VE TIC.LTD ŞTİ-TRATTORİA DA ROSARIO;ROSARIO;Dünya Mutfağı;KOŞUYOLU MAH.KALFAÇEŞME SOK.NO:22 KADIKOY ISTANBUL;41,01078600;29,04041592;AB;;;D0-B;;rosariorestaurant;var;https://maps.app.goo.gl/tCSbQYpe3jFSGecf8
440302;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34285389Aİ;S2;D3;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R0;;;;;;;;;;;KADI NİMET BALIKÇILIK TURZ.SAN.TIC.LTD.ŞTİ;KADI NİMET BALIKÇIL;Balık;SERASKER SOK.N:10/A KADİKÖY/İSTANBUL ;40,99016379;29,02494168;AB;;;R0-B;;kadinimetbakerycoffee;var;https://maps.app.goo.gl/Ht5nASf1wxav33Hu9
700766;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34289551Aİ;S3;D3;Presell On İst.Mod Kadıköy Bölgesi;2814;Onur Çakmaz;8224;Tayfun Öncel;;D0;;;Etkinlik Yok;0-499 TL;100-199;Yüksek;;;;;;SRA TUR GIDA INŞ. SAN.VE TIC.AŞ.;PABLO;Modern Pub & Bistro;Caferaga mh. Pavlonya sk. N:25/B Kadıköy Istanbul;40,98959134;29,02615316;AB;;;D0-B;;pablopub.kadikoy;var;https://maps.app.goo.gl/KEZamAnvjsJ4pthh7
804463;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34285040Aİ;S5;D4;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R0;;;;;;;;;;;HEM DEM RESTAURANT;HEM DEM RESTAURANT-;Askeri Birlik-Sosyal Tesis;C.AĞA MAH.MODA CAD.TELLAZEDE SK.NO:15/A KADIKOY ISTANBUL;40,98936500;29,02701400;C;;;R0-B;;hemdem_restaurant_pub;var;https://maps.app.goo.gl/LvEarvstdhUv1cV4A
882906;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34287864Aİ;S4;D3;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R0;;;;;;;;;;;SONGEMI RESTORAN VE TURIZM ISLETMECILIGI TICARET LTD.STI.;SONGEMİ;Askeri Birlik-Sosyal Tesis;CAFERAĞA MH. GÜNEŞLİBAHÇE SK. NO:52/A KADIKOY ISTANBUL;40,98861520;29,02366089;C;;;R0-B;;faceskadikoy;var;https://maps.app.goo.gl/Mq55e1Q6wWtFXT866
1000011544;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34289589Aİ;S2;D4;Presell On İst.Tra Bostancı Bölgesi;2817;Mehmet Yaşar Tezcan;8228;Erkan Çoban;;;R0;;;;;;;;;;;ATAK İNŞAAT TURZ. OTOM.TİC.LTD.ŞTİ.;FELEK OCAKBAŞI;Kebap;SUADİYE MH KAZIM ÖZALP SK NO 60/1-A;40,95942510;29,07296250;AB;;;R0-B;;feleksuadiye;var;https://maps.app.goo.gl/vSRJzFdr9MCkLDeQ7
1000025657;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;3428010068Aİ;S5;D5;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D0;;;;;;;;;;;;PAZAR YİYECEK İÇECEK VE ORGANİZASYON A.Ş.;NO 460 SUADİYE;Fine Dining (D.Mutf-Şar.Evi);BOSTANCI MH BAĞDAT CD NO 469/D ;40,95721584;29,08667800;AB;;;D0-B;;cafe.460;var;https://maps.app.goo.gl/X3rhY52X3LqQ4hQ37
955401;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;3428009640Aİ;S4;D5;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D0;;;;;;;;;;;;DAİLY DANA BURGER STEAK;DAİLY DANA BURGER S;Modern Pub & Bistro;CADDEBOSTAN MAH PLAJYOLU SOK NO 5 KADIKOY ISTANBUL;40,96797063;29,06393562;AB;;;D0-B;;dailydanasteak;var;https://maps.app.goo.gl/LY3dCBGt1wRYQ9pU6
966448;Ulusal On-Trade Kanal MD.;İstanbul Heritage;İstanbul Anadolu;KADIKÖY;TRADITIONAL;34286025Aİ;S3;D3;Presell On İst.Tra Kadıköy Bölgesi;2816;Bertan Acabay;8229;Erkan Çoban;;;R0;;Etkinlik Yok;500-999 TL;100-199;Düşük;;;;;;KUŞDİLİ KONAK REST. İŞL.GIDA VE TURZ.LTD.ŞTİ.;TÜRKAN MEYHANE;Geleneksel Meyhane;OSMANAĞA MH KUŞDİLİ CD NO 99/1  KADIKOY ISTANBUL;40,98742600;29,03413800;AB;;;R0-B;;turkanmeyhanesi;var;https://maps.app.goo.gl/Xjw1ftsvCnbbEU2C7
1000029556;Ulusal On-Trade Kanal MD.;İstanbul Modern OT;İstanbul Anadolu;KADIKÖY;MODERN;34288757Aİ;S5;D5;Presell On İst.Mod Caddebostan Bölgesi;2815;Atakan Balcıoğlu ;8226;Tayfun Öncel;;D0;;;Etkinlik Yok;500-999 TL;0-99;Düşük;;;;;;FAHRİ TURİZM İÇ VE DIŞ TİC.LTD.ŞTİ. ;FAHRIKONSOLOS ;Modern Pub & Bistro;CAFERAĞA MH DR ESAT IŞIK CD NO 30/3-4 ;40,98539311;29,02625868;AB;;;D0-B;;fahrikonsolosluk;var;https://maps.app.goo.gl/JGRWJDTaFC1KhrbQ7
